"producto","Categoría Principal","Subcategoría / Tipo","Serie"
"Equipos Hidráulicos","Unidades Hidráulicas y Válvulas","FH150"
"Equipos Hidráulicos","Unidades Hidráulicas y Válvulas","FHM"
"Equipos Hidráulicos","Unidades Hidráulicas y Válvulas","HOWF"
"Válvulas de Proceso","Válvulas Solenoides/Operadas por Aire (2/3 Puertos)","JSX"
"Válvulas de Proceso","Válvulas Solenoides/Operadas por Aire (2/3 Puertos)","JSXH"
"Válvulas de Proceso","Válvulas Solenoides/Operadas por Aire (2/3 Puertos)","JSXN"
"Válvulas de Proceso","Válvulas Solenoides/Operadas por Aire (2/3 Puertos)","VX2"
"Válvulas de Proceso","Válvulas Solenoides/Operadas por Aire (2/3 Puertos)","VXK"
"Válvulas de Proceso","Válvulas Solenoides/Operadas por Aire (2/3 Puertos)","VXD"
"Válvulas de Proceso","Válvulas Solenoides/Operadas por Aire (2/3 Puertos)","VXZ"
"Válvulas de Proceso","Válvulas Solenoides/Operadas por Aire (2/3 Puertos)","VXS"
"Válvulas de Proceso","Válvulas Solenoides/Operadas por Aire (2/3 Puertos)","JSB"
"Válvulas de Proceso","Válvulas Solenoides/Operadas por Aire (2/3 Puertos)","VXB"
"Válvulas de Proceso","Válvulas Solenoides/Operadas por Aire (2/3 Puertos)","VND"
"Válvulas de Proceso","Válvulas Solenoides/Operadas por Aire (2/3 Puertos)","VXE"
"Válvulas de Proceso","Válvulas Solenoides/Operadas por Aire (2/3 Puertos)","VXP"
"Válvulas de Proceso","Válvulas Solenoides/Operadas por Aire (2/3 Puertos)","VXR"
"Válvulas de Proceso","Válvulas Solenoides/Operadas por Aire (2/3 Puertos)","VXH"
"Válvulas de Proceso","Válvulas Solenoides/Operadas por Aire (2/3 Puertos)","JSXF"
"Válvulas de Proceso","Válvulas Solenoides/Operadas por Aire (2/3 Puertos)","VXF2"
"Válvulas de Proceso","Válvulas Solenoides/Operadas por Aire (2/3 Puertos)","VX3"
"Válvulas de Proceso","Válvulas Solenoides/Operadas por Aire (2/3 Puertos)","VXA"
"Válvulas de Proceso","Válvulas Solenoides/Operadas por Aire (2/3 Puertos)","VXA3"
"Válvulas de Proceso","Válvulas Solenoides/Operadas por Aire (2/3 Puertos)","VNA"
"Válvulas de Proceso","Válvulas Solenoides/Operadas por Aire (2/3 Puertos)","VNB"
"Válvulas de Proceso","Válvulas Solenoides/Operadas por Aire (2/3 Puertos)","WR110"
"Válvulas de Proceso","Válvulas Solenoides/Operadas por Aire (2/3 Puertos)","AK"
"Válvulas de Proceso","Válvulas de 5.0 MPa (Alta Presión)","VCH"
"Válvulas de Proceso","Válvulas de 5.0 MPa (Alta Presión)","VCHC"
"Válvulas de Proceso","Válvulas de 5.0 MPa (Alta Presión)","VCHR"
"Válvulas de Proceso","Válvulas de 5.0 MPa (Alta Presión)","VCHN"
"Válvulas de Proceso","Válvulas Compactas (2/3 Puertos)","VDW"
"Válvulas de Proceso","Válvulas Compactas (2/3 Puertos)","SX10"
"Válvulas de Proceso","Válvulas Compactas (2/3 Puertos)","SX90"
"Válvulas de Proceso","Válvulas Compactas (2/3 Puertos)","VQ"
"Válvulas de Proceso","Válvulas Compactas (2/3 Puertos)","IBV"
"Válvulas de Proceso","Válvulas Compactas (2/3 Puertos)","LVM"
"Válvulas de Proceso","Válvulas Compactas (2/3 Puertos)","LPV"
"Válvulas de Proceso","Válvulas Compactas (2/3 Puertos)","LPVA"
"Válvulas de Proceso","Válvulas para Fluidos Específicos","SGC"
"Válvulas de Proceso","Válvulas para Fluidos Específicos","SGH"
"Válvulas de Proceso","Válvulas para Fluidos Específicos","VNC"
"Válvulas de Proceso","Válvulas para Fluidos Específicos","VNH"
"Válvulas de Proceso","Válvulas para Fluidos Específicos","VCC"
"Válvulas de Proceso","Válvulas para Fluidos Específicos","VCK"
"Válvulas de Proceso","Válvulas para Fluidos Específicos","TQ"
"Válvulas de Proceso","Válvulas para Líquidos Químicos","LVC"
"Válvulas de Proceso","Válvulas para Líquidos Químicos","LVA"
"Válvulas de Proceso","Válvulas para Líquidos Químicos","LVH"
"Válvulas de Proceso","Válvulas para Líquidos Químicos","JLV20"
"Válvulas de Proceso","Válvulas para Líquidos Químicos","LVD"
"Válvulas de Proceso","Válvulas para Líquidos Químicos","LVQ"
"Válvulas de Proceso","Válvulas para Líquidos Químicos","LVP"
"Válvulas de Proceso","Válvulas para Líquidos Químicos","LVW"
"Válvulas de Proceso","Válvulas para Líquidos Químicos","LVM"
"Válvulas de Proceso","Válvulas para Líquidos Químicos","LQ1"
"Válvulas de Proceso","Válvulas para Líquidos Químicos","LQ3"
"Válvulas de Proceso","Válvulas para Líquidos Químicos","LVN"
"Válvulas de Proceso","Bombas de Proceso","PA"
"Válvulas de Proceso","Bombas de Proceso","PAX"
"Válvulas de Proceso","Bombas de Proceso","PA5000"
"Válvulas de Proceso","Bombas de Proceso","PB"
"Válvulas de Proceso","Bombas de Proceso","PAF"
"Válvulas de Proceso","Bombas de Proceso","LSP"
